svg-small,psd-medium,jpeg-large,png-medium,psd-small,svg-medium,jpeg-small,psd-large,svg-large,png-large,jpeg-medium,png-small
0,0,0,0.67,0.7,0.73,0.71,0.69,0.66,0.66,0.64,0.64,0.65
