svg-medium,png-large,jpeg-medium,svg-small,psd-small,psd-medium,jpeg-small,psd-large,png-medium,png-small,svg-large,jpeg-large
0,0,0,0.69,0.8,0.77,0.74,0.71,0.69,0.7,0.7,0.69,0.68
