uiq2-16.bin,uiq-32.bin,vmlinux-5.10.tar,uiq2-8.bin,ambivert.wav.tar,large.tar,uiq2-4.bin,misc.tar,enwik8.tar,fannie_mae_500k.tar,artificl.tar,deepfield.tar,silesia.tar
0,0,0,0.84,0.76,0.74,0.69,0.66,0.68,0.67,0.66,0.66,0.64,0.63
