svg-small,svg-large,jpeg-medium,psd-small,png-small,png-medium,svg-medium,psd-large,jpeg-small,png-large,jpeg-large,psd-medium
0,0,0,0.53,0.5,0.61,0.66,0.69,0.69,0.68,0.68,0.66,0.69
