jpeg-medium,png-large,jpeg-small,jpeg-large,svg-large,png-medium,psd-small,svg-medium,svg-small,psd-large,psd-medium,png-small
0,0,0,0.84,0.82,0.8,0.72,0.68,0.71,0.71,0.69,0.68,0.69
