psd-large,svg-small,psd-medium,svg-medium,png-large,jpeg-large,png-medium,jpeg-medium,svg-large,jpeg-small,png-small,psd-small
0,0,0,0.73,0.7,0.5,0.57,0.49,0.37,0.38,0.33,0.51,0.25
