svg-large,psd-small,psd-large,jpeg-small,jpeg-medium,psd-medium,svg-medium,png-large,svg-small,png-small,png-medium,jpeg-large
0,0,0,0.42,0.57,0.61,0.62,0.67,0.67,0.68,0.68,0.68,0.69
