psd-medium,png-small,svg-medium,jpeg-large,png-medium,svg-large,svg-small,jpeg-small,psd-large,jpeg-medium,psd-small,png-large
0,0,0,0.64,0.63,0.65,0.7,0.68,0.65,0.63,0.62,0.64,0.66
