jpeg-medium,psd-large,psd-small,svg-medium,psd-medium,jpeg-large,jpeg-small,png-medium,svg-large,svg-small,png-small,png-large
0,0,0,0.71,0.76,0.66,0.53,0.35,0.56,0.55,0.44,0.5,0.52
