png-large,jpeg-medium,svg-large,jpeg-large,png-small,svg-small,svg-medium,psd-small,psd-medium,png-medium,jpeg-small,psd-large
0,0,0,0.98,0.81,0.72,0.74,0.7,0.67,0.67,0.68,0.67,0.67
