uiq2-16.bin,silesia.tar,artificl.tar,misc.tar,deepfield.tar,large.tar,enwik8.tar,ambivert.wav.tar,fannie_mae_500k.tar,uiq2-4.bin,vmlinux-5.10.tar,uiq-32.bin,uiq2-8.bin
0,0,0,0.94,0.92,0.91,0.88,0.88,0.87,0.87,0.86,0.86,0.86,0.86
