psd-large,jpeg-large,svg-small,jpeg-small,png-medium,svg-large,psd-small,svg-medium,png-large,psd-medium,jpeg-medium,png-small
0,0,0,0.69,0.62,0.53,0.8,0.45,0.65,0.49,0.43,0.4,0.43
