jpeg-medium,svg-small,psd-large,svg-medium,psd-small,jpeg-large,png-medium,png-small,psd-medium,png-large,jpeg-small,svg-large
0,0,0,0.73,0.59,0.47,0.52,0.49,0.38,0.4,0.47,0.32,0.37
