ambivert.wav.tar,enwik8.tar,deepfield.tar,vmlinux-5.10.tar,artificl.tar,uiq2-16.bin,uiq-32.bin,misc.tar,uiq2-8.bin,fannie_mae_500k.tar,uiq2-4.bin,silesia.tar,large.tar
0,0,0,0.87,0.84,0.81,0.74,0.74,0.62,0.66,0.59,0.6,0.55,0.5
