jpeg-large,png-large,svg-small,svg-medium,psd-large,psd-small,psd-medium,jpeg-medium,svg-large,png-medium,jpeg-small,png-small
0,0,0,0.98,0.77,0.63,0.66,0.67,0.68,0.67,0.67,0.67,0.65
