uiq2-8.bin,artificl.tar,ambivert.wav.tar,large.tar,enwik8.tar,silesia.tar,uiq2-16.bin,uiq-32.bin,misc.tar,uiq2-4.bin,fannie_mae_500k.tar,deepfield.tar,vmlinux-5.10.tar
0,0,0,0.67,0.68,0.73,0.78,0.8,0.81,0.83,0.82,0.81,0.8,0.8
