psd-small,png-small,jpeg-medium,psd-large,psd-medium,svg-small,svg-large,png-large,jpeg-large,svg-medium,jpeg-small,png-medium
0,0,0,0.64,0.48,0.28,0.53,0.44,0.46,0.45,0.24,0.47,0.32
