png-medium,jpeg-medium,png-small,psd-small,svg-small,jpeg-large,png-large,svg-medium,svg-large,psd-medium,jpeg-small,psd-large
0,0,0,0.82,0.47,0.57,0.31,0.68,0.56,0.52,0.42,0.59,0.5
