ambivert.wav.tar,artificl.tar,uiq2-4.bin,misc.tar,enwik8.tar,uiq-32.bin,deepfield.tar,uiq2-8.bin,silesia.tar,large.tar,vmlinux-5.10.tar,uiq2-16.bin,fannie_mae_500k.tar
0,0,0,0.73,0.7,0.73,0.75,0.79,0.81,0.82,0.84,0.85,0.86,0.86
