png-medium,jpeg-large,svg-small,psd-large,svg-large,psd-small,jpeg-medium,svg-medium,psd-medium,png-large,jpeg-small,png-small
0,0,0,0.78,0.51,0.7,0.47,0.45,0.51,0.38,0.39,0.47,0.34
