png-medium,jpeg-large,svg-small,psd-large,svg-large,psd-small,jpeg-medium,svg-medium,psd-medium,png-large,jpeg-small,png-small
0,0,0,0.91,0.84,0.65,0.49,0.42,0.59,0.47,0.55,0.63,0.53
