uiq2-8.bin,artificl.tar,ambivert.wav.tar,large.tar,enwik8.tar,silesia.tar,uiq2-16.bin,uiq-32.bin,misc.tar,uiq2-4.bin,fannie_mae_500k.tar,deepfield.tar,vmlinux-5.10.tar
0,0,0,0.51,0.52,0.62,0.68,0.72,0.74,0.78,0.78,0.78,0.76,0.76
