png-small,jpeg-small,png-large,psd-large,svg-medium,svg-large,svg-small,jpeg-medium,psd-medium,png-medium,jpeg-large,psd-small
0,0,0,0.47,0.61,0.63,0.64,0.65,0.62,0.63,0.63,0.63,0.63
