svg-small,png-large,jpeg-medium,svg-large,png-medium,png-small,svg-medium,psd-medium,jpeg-small,psd-small,jpeg-large,psd-large
0,0,0,0.47,0.53,0.34,0.34,0.43,0.44,0.41,0.23,0.32,0.28
