jpeg-medium,png-medium,svg-large,psd-large,psd-small,psd-medium,svg-medium,svg-small,png-small,jpeg-large,png-large,jpeg-small
0,0,0,0.93,0.75,0.7,0.72,0.7,0.71,0.67,0.59,0.58,0.56
