uiq2-8.bin,ambivert.wav.tar,artificl.tar,uiq-32.bin,enwik8.tar,misc.tar,uiq2-16.bin,silesia.tar,vmlinux-5.10.tar,large.tar,uiq2-4.bin,deepfield.tar,fannie_mae_500k.tar
0,0,0,0.92,0.84,0.84,0.86,0.86,0.85,0.86,0.85,0.84,0.85,0.85
