png-large,jpeg-medium,svg-large,jpeg-large,png-small,svg-small,svg-medium,psd-small,psd-medium,png-medium,jpeg-small,psd-large
0,0,0,0.91,0.75,0.63,0.6,0.6,0.59,0.62,0.53,0.41,0.39
