psd-large,jpeg-small,png-large,psd-small,psd-medium,svg-small,svg-large,svg-medium,jpeg-medium,jpeg-large,png-medium,png-small
0,0,0,0.44,0.43,0.56,0.59,0.6,0.58,0.58,0.6,0.63,0.65
