enwik8.tar,ambivert.wav.tar,uiq-32.bin,misc.tar,fannie_mae_500k.tar,deepfield.tar,uiq2-8.bin,large.tar,uiq2-16.bin,silesia.tar,artificl.tar,vmlinux-5.10.tar,uiq2-4.bin
0,0,0,0.89,0.87,0.88,0.87,0.85,0.84,0.84,0.84,0.84,0.84,0.83
