large.tar,uiq2-16.bin,fannie_mae_500k.tar,ambivert.wav.tar,misc.tar,enwik8.tar,vmlinux-5.10.tar,uiq-32.bin,artificl.tar,deepfield.tar,uiq2-4.bin,silesia.tar,uiq2-8.bin
0,0,0,0.87,0.85,0.85,0.8,0.8,0.82,0.83,0.8,0.77,0.78,0.79
