uiq2-4.bin,uiq2-16.bin,misc.tar,artificl.tar,uiq2-8.bin,uiq-32.bin,silesia.tar,vmlinux-5.10.tar,ambivert.wav.tar,large.tar,fannie_mae_500k.tar,deepfield.tar,enwik8.tar
0,0,0,0.75,0.66,0.63,0.62,0.68,0.71,0.74,0.75,0.75,0.76,0.76
