artificl.tar,uiq-32.bin,large.tar,uiq2-8.bin,uiq2-4.bin,silesia.tar,deepfield.tar,ambivert.wav.tar,enwik8.tar,misc.tar,uiq2-16.bin,vmlinux-5.10.tar,fannie_mae_500k.tar
0,0,0,0.83,0.84,0.83,0.81,0.81,0.81,0.8,0.8,0.8,0.79,0.75
