uiq2-16.bin,uiq2-4.bin,fannie_mae_500k.tar,deepfield.tar,artificl.tar,uiq2-8.bin,silesia.tar,misc.tar,vmlinux-5.10.tar,ambivert.wav.tar,uiq-32.bin,enwik8.tar,large.tar
0,0,0,0.95,0.9,0.87,0.85,0.79,0.79,0.79,0.78,0.8,0.79,0.8
