svg-medium,psd-large,svg-small,svg-large,psd-small,jpeg-large,psd-medium,jpeg-small,png-small,png-large,png-medium,jpeg-medium
0,0,0,0.59,0.67,0.63,0.49,0.54,0.35,0.43,0.44,0.53,0.4
