png-small,jpeg-small,svg-small,jpeg-large,psd-small,psd-large,psd-medium,jpeg-medium,png-medium,svg-large,png-large,svg-medium
0,0,0,0.76,0.66,0.66,0.65,0.64,0.66,0.64,0.65,0.63,0.61
