psd-medium,svg-medium,svg-small,jpeg-medium,psd-large,jpeg-small,svg-large,png-large,jpeg-large,psd-small,png-medium,png-small
0,0,0,0.77,0.69,0.74,0.76,0.75,0.73,0.68,0.7,0.71,0.71
