enwik8.tar,large.tar,uiq2-4.bin,ambivert.wav.tar,artificl.tar,fannie_mae_500k.tar,vmlinux-5.10.tar,uiq2-8.bin,deepfield.tar,uiq-32.bin,misc.tar,uiq2-16.bin,silesia.tar
0,0,0,0.89,0.88,0.86,0.82,0.77,0.75,0.77,0.78,0.79,0.76,0.74
