svg-large,psd-large,jpeg-small,png-small,jpeg-medium,png-medium,svg-small,psd-small,svg-medium,jpeg-large,psd-medium,png-large
0,0,0,0.58,0.64,0.64,0.66,0.69,0.68,0.69,0.69,0.69,0.71
