uiq2-8.bin,vmlinux-5.10.tar,uiq-32.bin,misc.tar,large.tar,uiq2-4.bin,deepfield.tar,enwik8.tar,ambivert.wav.tar,artificl.tar,silesia.tar,fannie_mae_500k.tar,uiq2-16.bin
0,0,0,0.76,0.7,0.69,0.7,0.73,0.7,0.68,0.65,0.65,0.64,0.66
