png-medium,psd-small,psd-medium,svg-medium,jpeg-large,jpeg-small,png-small,svg-small,png-large,svg-large,jpeg-medium,psd-large
0,0,0,0.78,0.74,0.34,0.55,0.5,0.56,0.46,0.41,0.53,0.55
