psd-large,svg-small,psd-medium,svg-medium,png-large,jpeg-large,png-medium,jpeg-medium,svg-large,jpeg-small,png-small,psd-small
0,0,0,0.75,0.67,0.68,0.66,0.69,0.71,0.72,0.7,0.7,0.69
