psd-small,png-small,jpeg-small,png-large,svg-large,png-medium,jpeg-medium,svg-small,jpeg-large,psd-large,psd-medium,svg-medium
0,0,0,0.74,0.75,0.69,0.69,0.67,0.7,0.71,0.69,0.71,0.71
