uiq-32.bin,uiq2-16.bin,artificl.tar,misc.tar,deepfield.tar,vmlinux-5.10.tar,large.tar,uiq2-4.bin,silesia.tar,ambivert.wav.tar,uiq2-8.bin,fannie_mae_500k.tar,enwik8.tar
0,0,0,0.89,0.82,0.74,0.72,0.72,0.73,0.75,0.75,0.75,0.73,0.71
