vmlinux-5.10.tar,silesia.tar,fannie_mae_500k.tar,large.tar,uiq2-8.bin,misc.tar,uiq-32.bin,artificl.tar,enwik8.tar,deepfield.tar,uiq2-16.bin,uiq2-4.bin,ambivert.wav.tar
0,0,0,0.94,0.93,0.92,0.89,0.88,0.87,0.86,0.86,0.85,0.85,0.85
