uiq-32.bin,uiq2-4.bin,uiq2-8.bin,artificl.tar,uiq2-16.bin,fannie_mae_500k.tar,vmlinux-5.10.tar,misc.tar,enwik8.tar,large.tar,deepfield.tar,ambivert.wav.tar,silesia.tar
0,0,0,0.95,0.91,0.89,0.86,0.85,0.74,0.79,0.76,0.82,0.82,0.8
