ambivert.wav.tar,artificl.tar,uiq2-4.bin,misc.tar,enwik8.tar,uiq-32.bin,deepfield.tar,uiq2-8.bin,silesia.tar,large.tar,vmlinux-5.10.tar,uiq2-16.bin,fannie_mae_500k.tar
0,0,0,0.71,0.67,0.69,0.7,0.75,0.77,0.77,0.78,0.78,0.78,0.77
