uiq2-8.bin,ambivert.wav.tar,deepfield.tar,fannie_mae_500k.tar,artificl.tar,uiq-32.bin,uiq2-16.bin,misc.tar,enwik8.tar,vmlinux-5.10.tar,silesia.tar,large.tar,uiq2-4.bin
0,0,0,0.82,0.87,0.83,0.8,0.76,0.79,0.77,0.75,0.77,0.78,0.79
