enwik8.tar,vmlinux-5.10.tar,fannie_mae_500k.tar,artificl.tar,uiq-32.bin,misc.tar,ambivert.wav.tar,uiq2-8.bin,uiq2-16.bin,large.tar,deepfield.tar,silesia.tar,uiq2-4.bin
0,0,0,0.82,0.87,0.81,0.74,0.73,0.67,0.67,0.7,0.72,0.71,0.71
