jpeg-medium,psd-medium,psd-large,svg-medium,png-medium,png-large,svg-small,jpeg-small,svg-large,jpeg-large,psd-small,png-small
0,0,0,0.84,0.85,0.77,0.72,0.74,0.74,0.69,0.67,0.67,0.67
