png-medium,jpeg-small,jpeg-medium,psd-large,svg-small,svg-medium,png-large,psd-small,jpeg-large,svg-large,png-small,psd-medium
0,0,0,0.53,0.42,0.3,0.32,0.37,0.4,0.34,0.33,0.34,0.33
