jpeg-large,png-large,svg-small,svg-medium,psd-large,psd-small,psd-medium,jpeg-medium,svg-large,png-medium,jpeg-small,png-small
0,0,0,0.96,0.83,0.76,0.75,0.75,0.74,0.74,0.72,0.7,0.69
