large.tar,uiq2-8.bin,uiq-32.bin,uiq2-4.bin,silesia.tar,vmlinux-5.10.tar,deepfield.tar,ambivert.wav.tar,uiq2-16.bin,fannie_mae_500k.tar,artificl.tar,misc.tar,enwik8.tar
0,0,0,0.87,0.87,0.88,0.89,0.89,0.87,0.87,0.84,0.82,0.81,0.78
