png-medium,jpeg-small,jpeg-medium,psd-large,svg-small,svg-medium,png-large,psd-small,jpeg-large,svg-large,png-small,psd-medium
0,0,0,0.64,0.67,0.71,0.71,0.68,0.67,0.67,0.68,0.67,0.65
