svg-small,psd-small,svg-medium,jpeg-large,jpeg-small,png-small,png-medium,psd-medium,psd-large,jpeg-medium,png-large,svg-large
0,0,0,0.51,0.65,0.69,0.72,0.72,0.7,0.68,0.69,0.7,0.71
