jpeg-medium,png-large,svg-large,svg-small,png-small,jpeg-small,jpeg-large,png-medium,psd-small,svg-medium,psd-large,psd-medium
0,0,0,0.65,0.71,0.65,0.65,0.67,0.64,0.63,0.63,0.62,0.6
