artificl.tar,uiq2-8.bin,uiq2-16.bin,vmlinux-5.10.tar,ambivert.wav.tar,fannie_mae_500k.tar,deepfield.tar,misc.tar,large.tar,silesia.tar,enwik8.tar,uiq-32.bin,uiq2-4.bin
0,0,0,0.55,0.33,0.48,0.39,0.58,0.6,0.46,0.44,0.34,0.38,0.36
