jpeg-large,svg-small,psd-small,psd-large,jpeg-small,svg-large,png-large,png-small,psd-medium,svg-medium,png-medium,jpeg-medium
0,0,0,0.75,0.69,0.5,0.53,0.41,0.52,0.39,0.36,0.57,0.44
