jpeg-medium,psd-large,psd-small,svg-medium,psd-medium,jpeg-large,jpeg-small,png-medium,svg-large,svg-small,png-small,png-large
0,0,0,0.84,0.81,0.78,0.78,0.79,0.78,0.76,0.75,0.73,0.73
