jpeg-medium,png-small,psd-large,svg-medium,svg-large,psd-medium,png-medium,jpeg-small,png-large,svg-small,psd-small,jpeg-large
0,0,0,0.38,0.49,0.58,0.57,0.55,0.6,0.59,0.57,0.58,0.58
