svg-large,png-medium,jpeg-small,psd-large,svg-medium,psd-small,svg-small,psd-medium,jpeg-medium,png-large,jpeg-large,png-small
0,0,0,0.47,0.62,0.64,0.65,0.63,0.63,0.57,0.59,0.62,0.64
