psd-medium,jpeg-medium,jpeg-small,jpeg-large,psd-small,svg-large,svg-small,png-small,svg-medium,psd-large,png-large,png-medium
0,0,0,0.64,0.72,0.51,0.64,0.42,0.5,0.49,0.45,0.51,0.43
