vmlinux-5.10.tar,silesia.tar,fannie_mae_500k.tar,large.tar,uiq2-8.bin,misc.tar,uiq-32.bin,artificl.tar,enwik8.tar,deepfield.tar,uiq2-16.bin,uiq2-4.bin,ambivert.wav.tar
0,0,0,0.91,0.92,0.91,0.86,0.73,0.76,0.68,0.7,0.82,0.77,0.82
