uiq2-16.bin,uiq2-4.bin,large.tar,uiq2-8.bin,deepfield.tar,ambivert.wav.tar,vmlinux-5.10.tar,fannie_mae_500k.tar,silesia.tar,misc.tar,enwik8.tar,artificl.tar,uiq-32.bin
0,0,0,0.92,0.88,0.86,0.85,0.84,0.85,0.85,0.84,0.84,0.84,0.84
