silesia.tar,deepfield.tar,uiq2-8.bin,artificl.tar,vmlinux-5.10.tar,enwik8.tar,uiq-32.bin,fannie_mae_500k.tar,ambivert.wav.tar,uiq2-4.bin,large.tar,misc.tar,uiq2-16.bin
0,0,0,0.76,0.81,0.79,0.79,0.78,0.79,0.8,0.8,0.8,0.81,0.82
